year,discovery_date,fire_name,fire_size_acres,fire_type,average_distance_miles,listed_dates,days_burning
1998,1998-10-06,UPSHUR (3),0.010128760181891069,Wildfire,301.551651666603,"Listed Wildfire Discovery Date(s): 1998-10-06 (1) | Listed Wildfire Controlled Date(s): 1998-10-06 (1) | Listed Wildfire Out Date(s): 1998-10-06 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1), 2012-02-29 - DATE_CUR field (1)",25
1998,1998-09-06,Devils Den (3),0.008073355786063989,Wildfire,565.1234432445241,Listed Wildfire Discovery Date(s): 1998-09-06 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),55
1998,1998-05-09,Reindeer (3),0.007045446041158215,Wildfire,373.45124958958877,Listed Wildfire Discovery Date(s): 1998-05-09 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),175
1998,1998-09-06,Jones Knob (3),0.007021329061955872,Wildfire,565.1196669930148,Listed Wildfire Discovery Date(s): 1998-09-06 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),55
1998,1998-05-04,Preston (3),0.006883588733359489,Wildfire,512.3708095781599,Listed Wildfire Discovery Date(s): 1998-05-04 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),180
1998,1998-10-27,Flatwoods (3),0.006852410544633925,Wildfire,621.3826113968545,Listed Wildfire Discovery Date(s): 1998-10-27 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),4
1998,1998-09-23,Spot (3),0.006846036395091022,Wildfire,472.06428468392863,Listed Wildfire Discovery Date(s): 1998-09-23 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),38
1998,1998-10-27,Deer (3),0.006780547937560771,Wildfire,498.0923782049911,Listed Wildfire Discovery Date(s): 1998-10-27 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),4
1998,1998-10-20,GROVE 24 (3),0.004683668733927042,Wildfire,300.6123729205381,"Listed Wildfire Discovery Date(s): 1998-10-20 (1) | Listed Wildfire Controlled Date(s): 1998-10-20 (1) | Listed Wildfire Out Date(s): 1998-10-20 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1), 2012-02-29 - DATE_CUR field (1)",11
1999,1999-05-22,Overlook (3),348.3475150279955,Wildfire,368.99086362827825,Listed Wildfire Discovery Date(s): 1999-05-22 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),162
1999,1999-05-03,Johns Run (3),147.38202758587002,Wildfire,482.2682572400163,Listed Wildfire Discovery Date(s): 1999-05-03 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),181
1999,1999-07-08,Route 42 (3),145.0303811758015,Wildfire,457.091669186829,Listed Wildfire Discovery Date(s): 1999-07-08 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),115
1999,1999-05-06,Antioch (3),52.845399895387054,Wildfire,491.72698783545405,Listed Wildfire Discovery Date(s): 1999-05-06 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),178
1999,1999-10-30,Round Mountain 2 (3),44.516057519155275,Wildfire,559.5001756948985,Listed Wildfire Discovery Date(s): 1999-10-30 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),1
1999,1999-05-07,Hoop Hole (3),34.595730666100316,Wildfire,476.918234606449,Listed Wildfire Discovery Date(s): 1999-05-07 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),177
1999,1999-07-07,Cedar Bridge (3),32.91064416266117,Wildfire,457.0160387039229,Listed Wildfire Discovery Date(s): 1999-07-07 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),116
1999,1999-08-17,Conventer (3),27.39869046801785,Wildfire,398.32729473143576,Listed Wildfire Discovery Date(s): 1999-08-17 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),75
1999,1999-08-05,Seng (3),22.589157598708507,Wildfire,413.6239636870349,Listed Wildfire Discovery Date(s): 1999-08-05 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),87
1999,1999-07-28,Lone Mountain (3),20.361791309245152,Wildfire,456.1323855736191,Listed Wildfire Discovery Date(s): 1999-07-28 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),95
1999,1999-05-09,Rough Mountain Pine (3),19.5277860383531,Wildfire,456.52165207073017,Listed Wildfire Discovery Date(s): 1999-05-09 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),175
1999,1999-05-03,Pine Camp (3),18.56164125058075,Wildfire,623.562613162144,Listed Wildfire Discovery Date(s): 1999-05-03 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),181
1999,1999-07-28,Elephant (3),17.397673860884538,Wildfire,450.6089012962613,Listed Wildfire Discovery Date(s): 1999-07-28 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),95
1999,1999-07-09,AustinMtn (5),17.126694333177994,Wildfire,402.3061669097168,"Listed Wildfire Discovery Date(s): 1999-07-09 (2) | Listed Wildfire Controlled Date(s): 1999-07-12 (2) | Listed Wildfire Out Date(s): 1999-07-25 (2) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2), 2012-02-29 - DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1)",114
1999,1999-05-29,TURTLE (5),13.475818138178472,Wildfire,372.0737061818851,"Listed Wildfire Discovery Date(s): 1999-05-29 (2) | Listed Wildfire Controlled Date(s): 1999-05-31 (2) | Listed Wildfire Out Date(s): 1999-06-13 (2) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2), 2012-02-29 - DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1)",155
1999,1999-08-13,Crabtree (3),13.118580950411214,Wildfire,433.89762764110276,Listed Wildfire Discovery Date(s): 1999-08-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),79
1999,1999-06-13,FAT CREEK (2),11.539093088479975,Wildfire,523.9419315077001,Listed Wildfire Discovery Date(s): 1999-06-13 (1) | Listed Wildfire Out Date(s): 1999-06-13 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),140
1999,1999-07-10,Sisters (3),10.986161149459504,Wildfire,442.499616348384,Listed Wildfire Discovery Date(s): 1999-07-10 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),113
1999,1999-06-10,Bolsters Fire (3),9.797865568309113,Wildfire,442.07598050932006,Listed Wildfire Discovery Date(s): 1999-06-10 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),143
1999,1999-07-07,Quarry (3),5.449616320605085,Wildfire,427.26442404990246,Listed Wildfire Discovery Date(s): 1999-07-07 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),116
1999,1999-05-21,Head Fire (3),4.494228868241956,Wildfire,434.23693188786785,"Listed Wildfire Discovery Date(s): 1999-05-21 (1), 1999-11-01 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (2)",163
1999,1999-07-25,Rocky Mtn (5),3.7346507959672914,Wildfire,397.9947682781484,"Listed Wildfire Discovery Date(s): 1999-07-25 (2) | Listed Wildfire Controlled Date(s): 1999-07-28 (2) | Listed Wildfire Out Date(s): 1999-08-02 (2) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2), 2012-02-29 - DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1)",98
1999,1999-08-17,Steel (3),3.143011585050944,Wildfire,494.0109685569948,Listed Wildfire Discovery Date(s): 1999-08-17 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),75
1999,1999-10-02,FOUNTAVE (2),2.86287878084683,Wildfire,98.61419903840873,Listed Wildfire Discovery Date(s): 1999-10-02 (1) | Listed Wildfire Out Date(s): 1999-10-06 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2014-03-07 (1),29
1999,1999-08-20,Balcony Downs (3),2.841117064292459,Wildfire,463.90098144553673,Listed Wildfire Discovery Date(s): 1999-08-20 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),72
1999,1999-07-07,Sam's Ridg (5),2.122631745114614,Wildfire,367.4265993736203,"Listed Wildfire Discovery Date(s): 1999-07-07 (2) | Listed Wildfire Controlled Date(s): 1999-07-09 (2) | Listed Wildfire Out Date(s): 1999-07-13 (2) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2), 2012-02-29 - DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1)",116
1999,1999-08-10,Apple Pie 1999 (2),3.319287086288317,Wildfire,468.3536797899051,"Listed Wildfire Discovery Date(s): 1999-08-10 (1), 1999-10-02 (1) | Listed Other Fire Date(s): 2017-10-02 - NIFC DATE_CUR field (1), 1899-12-30 - REVDATE field (2)",82
1999,1999-06-28,Little Pinnacle (3),1.8144852883564746,Wildfire,451.30646148080075,Listed Wildfire Discovery Date(s): 1999-06-28 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),125
1999,1999-08-13,Little (3),1.4071639125355926,Wildfire,478.9358648405165,Listed Wildfire Discovery Date(s): 1999-08-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),79
1999,1999-05-15,Shale Bank (3),1.3635917678860252,Wildfire,578.3769206281314,Listed Wildfire Discovery Date(s): 1999-05-15 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),169
1999,1999-05-07,Rocky (3),1.3489530708975892,Wildfire,498.7792554550007,Listed Wildfire Discovery Date(s): 1999-05-07 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),177
1999,1999-05-28,Hankey (3),1.3307506654781074,Wildfire,420.0945409141666,Listed Wildfire Discovery Date(s): 1999-05-28 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),156
1999,1999-08-04,refresher (5),1.2943097994495927,Wildfire,372.23254063466163,"Listed Wildfire Discovery Date(s): 1999-08-04 (2) | Listed Wildfire Controlled Date(s): 1999-08-08 (2) | Listed Wildfire Out Date(s): 1999-08-21 (2) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2), 2012-02-29 - DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1)",88
1999,1999-08-02,MILLER1 (2),1.558223867181429,Wildfire,110.57616699048963,"Listed Wildfire Discovery Date(s): 1999-08-02 (1), 1999-07-14 (1), 1999-06-04 (1) | Listed Wildfire Controlled Date(s): 1999-08-02 (1), 1999-06-04 (1) | Listed Wildfire Out Date(s): 1999-08-02 (1), 1999-07-14 (1), 1999-06-04 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (3) | Listed Upload Date(s): 2014-03-07 (3)",90
1999,1999-10-30,Davis Farm (3),1.117738300318156,Wildfire,563.3926619852268,Listed Wildfire Discovery Date(s): 1999-10-30 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),1
1999,1999-08-06,Sofa (3),1.051215486930737,Wildfire,426.3705191796966,"Listed Wildfire Discovery Date(s): 1999-08-06 (1), 1999-04-19 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (2)",86
1999,1999-06-02,Iron Mountain (3),1.004108455642121,Wildfire,566.086377788182,Listed Wildfire Discovery Date(s): 1999-06-02 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),151
1999,1999-08-08,STUMP (2),0.9163316117191189,Wildfire,468.9713814130987,Listed Wildfire Discovery Date(s): 1999-08-08 (1) | Listed Wildfire Controlled Date(s): 1999-08-08 (1) | Listed Wildfire Out Date(s): 1999-08-08 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),84
1999,1999-06-10,Gate Run (3),0.8780054696032953,Wildfire,396.41301692792575,Listed Wildfire Discovery Date(s): 1999-06-10 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),143
1999,1999-05-03,GRKILLS003 (2),0.8502573122037778,Wildfire,101.502642102336,Listed Wildfire Discovery Date(s): 1999-05-03 (1) | Listed Wildfire Controlled Date(s): 1999-05-03 (1) | Listed Wildfire Out Date(s): 1999-05-03 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2014-03-07 (1),181
1999,1999-07-24,Knob (3),0.6735696815000642,Wildfire,496.6826065957119,Listed Wildfire Discovery Date(s): 1999-07-24 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),99
1999,1999-07-30,2DHOT (5),0.5452864059400317,Wildfire,401.7707912673005,"Listed Wildfire Discovery Date(s): 1999-07-30 (2) | Listed Wildfire Controlled Date(s): 1999-08-01 (2) | Listed Wildfire Out Date(s): 1999-08-12 (2) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2), 2012-02-29 - DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1)",93
1999,1999-08-01,Rye (3),0.43251756730375535,Wildfire,374.09795196775724,Listed Wildfire Discovery Date(s): 1999-08-01 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),91
1999,1999-08-06,SABLE (2),0.3839136425233176,Wildfire,585.6877908034098,Listed Wildfire Discovery Date(s): 1999-08-06 (1) | Listed Wildfire Controlled Date(s): 1999-08-06 (1) | Listed Wildfire Out Date(s): 1999-08-06 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),86
1999,1999-07-19,State (3),0.34755608884801087,Wildfire,391.01770717347847,Listed Wildfire Discovery Date(s): 1999-07-19 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),104
1999,1999-05-29,BROAD BR (5),0.29819048853941355,Wildfire,301.2184305736639,"Listed Wildfire Discovery Date(s): 1999-05-29 (2) | Listed Wildfire Controlled Date(s): 1999-05-29 (2) | Listed Wildfire Out Date(s): 1999-06-01 (2) | Listed Other Fire Date(s): 2017-08-07 - NIFC DATE_CUR field (1), 2019-07-15 - NIFC DATE_CUR field (1), 2012-02-29 - DATE_CUR field (1) | Listed Upload Date(s): 2017-08-07 (1)",155
1999,1999-06-08,CANARSIE02 (2),0.3473453495140182,Wildfire,100.81754295261074,"Listed Wildfire Discovery Date(s): 1999-06-08 (1), 1999-06-01 (1) | Listed Wildfire Controlled Date(s): 1999-06-08 (1), 1999-06-01 (1) | Listed Wildfire Out Date(s): 1999-06-10 (1), 1999-06-01 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (2) | Listed Upload Date(s): 2014-03-07 (2)",145
1999,1999-05-22,Bridge (2),0.19886224550984818,Wildfire,372.84612839629494,Listed Wildfire Discovery Date(s): 1999-05-22 (1) | Listed Wildfire Out Date(s): 1999-05-22 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),162
1999,1999-06-26,HOG ROCK (3),0.19361400249325345,Wildfire,290.1851522418864,"Listed Wildfire Discovery Date(s): 1999-06-26 (1) | Listed Wildfire Controlled Date(s): 1999-06-26 (1) | Listed Wildfire Out Date(s): 1999-06-28 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1), 2012-02-29 - DATE_CUR field (1)",127
1999,1999-08-02,CLUBFED2 (2),0.1897546732688076,Wildfire,103.74816635742141,"Listed Wildfire Discovery Date(s): 1999-08-02 (1), 1999-07-16 (1) | Listed Wildfire Controlled Date(s): 1999-08-02 (1), 1999-07-16 (1) | Listed Wildfire Out Date(s): 1999-08-02 (1), 1999-07-16 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (2) | Listed Upload Date(s): 2014-03-07 (2)",90
1999,1999-07-07,Iron Mine (3),0.10425504081659324,Wildfire,480.4236246640515,Listed Wildfire Discovery Date(s): 1999-07-07 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),116
1999,1999-06-09,GREENWAY01 (2),0.10104587694280985,Wildfire,102.10988660330051,Listed Wildfire Discovery Date(s): 1999-06-09 (1) | Listed Wildfire Controlled Date(s): 1999-06-09 (1) | Listed Wildfire Out Date(s): 1999-06-09 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2014-03-07 (1),144
1999,1999-08-11,SANDSTONE2 (2),0.09955354267269362,Wildfire,515.9976322884987,Listed Wildfire Discovery Date(s): 1999-08-11 (1) | Listed Wildfire Controlled Date(s): 1999-08-11 (1) | Listed Wildfire Out Date(s): 1999-08-11 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),81
1999,1999-08-12,Narrowback (3),0.09665080915674226,Wildfire,412.70279694807,Listed Wildfire Discovery Date(s): 1999-08-12 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),80
1999,1999-08-04,MILLER2 (2),0.08762262501765243,Wildfire,110.49510191974635,Listed Wildfire Discovery Date(s): 1999-08-04 (1) | Listed Wildfire Controlled Date(s): 1999-08-04 (1) | Listed Wildfire Out Date(s): 1999-08-04 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2014-03-07 (1),88
1999,1999-06-13,SANDSTONE (2),0.07182947412421607,Wildfire,516.2534861101825,Listed Wildfire Discovery Date(s): 1999-06-13 (1) | Listed Wildfire Controlled Date(s): 1999-06-13 (1) | Listed Wildfire Out Date(s): 1999-06-14 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),140
1999,1999-05-01,SPRING17 (2),0.05268583294643884,Wildfire,107.12849261806863,Listed Wildfire Discovery Date(s): 1999-05-01 (1) | Listed Wildfire Controlled Date(s): 1999-05-01 (1) | Listed Wildfire Out Date(s): 1999-05-01 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2014-03-07 (1),183
1999,1999-10-29,Hogback (3),0.05248412444003129,Wildfire,552.2438759321918,Listed Wildfire Discovery Date(s): 1999-10-29 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),2
1999,1999-10-30,Chestnut (3),0.04996476740962755,Wildfire,566.4876369167698,Listed Wildfire Discovery Date(s): 1999-10-30 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),1
1999,1999-10-30,Round Mountain 1 (3),0.04936540989367385,Wildfire,553.1116540917861,Listed Wildfire Discovery Date(s): 1999-10-30 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),1
1999,1999-06-09,First Maine (2),0.024646935890328618,Wildfire,400.43005466330646,"Listed Wildfire Discovery Date(s): 1999-06-09 (1), 1999-06-10 (1) | Listed Wildfire Controlled Date(s): 1999-06-09 (1), 1999-06-10 (1) | Listed Wildfire Out Date(s): 1999-06-09 (1), 1999-06-10 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (2)",144
1999,1999-08-07,Warmonger (7),0.01380020090221019,Wildfire,484.7133437138703,Listed Wildfire Discovery Date(s): 1999-08-07 (3) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (3),85
1999,1999-08-01,Lewellyn Lightning S (3),0.009755436190372169,Wildfire,386.4176134263309,"Listed Wildfire Discovery Date(s): 1999-08-01 (1) | Listed Wildfire Controlled Date(s): 1999-08-01 (1) | Listed Wildfire Out Date(s): 1999-08-01 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1), 2012-02-29 - DATE_CUR field (1)",91
1999,1999-05-02,LOG-FIRE (2),0.008300788354489516,Wildfire,350.3188458217131,Listed Wildfire Discovery Date(s): 1999-05-02 (1) | Listed Wildfire Controlled Date(s): 1999-05-02 (1) | Listed Wildfire Out Date(s): 1999-05-02 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-06-14 (1),182
1999,1999-05-03,Can (3),0.00790533538441224,Wildfire,380.06598202462743,Listed Wildfire Discovery Date(s): 1999-05-03 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),181
1999,1999-07-02,Pace (3),0.006963538675181364,Wildfire,380.69168560635285,Listed Wildfire Discovery Date(s): 1999-07-02 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),121
1999,1999-08-26,Laurel Fork (3),0.006958844265002932,Wildfire,620.7209330432182,Listed Wildfire Discovery Date(s): 1999-08-26 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),66
1999,1999-08-04,Clear Creek (3),0.006856649065355825,Wildfire,625.6427965113512,Listed Wildfire Discovery Date(s): 1999-08-04 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),88
2000,2000-10-29,PINNACLES (4),24183.21903160168,Wildfire,369.9232249547495,"Listed Wildfire Discovery Date(s): 2000-10-29 (1), 2000-10-30 (1) | Listed Wildfire Controlled Date(s): 2000-11-16 (1), 2000-11-14 (1) | Listed Wildfire Out Date(s): 2000-11-23 (1), 2000-12-08 (1) | Listed Prescribed Fire Start Date(s): 2000-10-29 (1) | Listed Other Fire Date(s): 2017-08-07 - NIFC DATE_CUR field (1), 2017-03-13 - NIFC DATE_CUR field (1), 2012-02-29 - DATE_CUR field (2)",2
2000,2000-05-13,PINEY FIRE (2),408.7712250779279,Wildfire,460.2589480952748,"Listed Wildfire Discovery Date(s): 2000-05-13 (2) | Listed Wildfire Controlled Date(s): 2000-05-19 (1) | Listed Wildfire Out Date(s): 2000-05-31 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1), 1899-12-30 - REVDATE field (1)",171
2000,2000-05-13,CEDAR RIDG (2),299.33883964439553,Wildfire,586.6985251147875,Listed Wildfire Discovery Date(s): 2000-05-13 (1) | Listed Wildfire Controlled Date(s): 2000-05-15 (1) | Listed Wildfire Out Date(s): 2000-05-20 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),171
2000,2000-05-07,7-Bar (3),285.3170766308234,Wildfire,366.24583024140617,Listed Wildfire Discovery Date(s): 2000-05-07 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),177
2000,2000-05-13,Crystal (3),83.1968270862059,Wildfire,368.8057000567133,Listed Wildfire Discovery Date(s): 2000-05-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),171
2000,2000-05-13,Sand Springs (3),57.38195685615369,Wildfire,413.1777378239148,Listed Wildfire Discovery Date(s): 2000-05-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),171
2000,2000-10-15,Stone Mountain Fire (3),38.24998150480111,Wildfire,649.8686110576442,Listed Wildfire Discovery Date(s): 2000-10-15 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),16
2000,2000-10-29,RAPIDAN RO (5),36.03005686360631,Wildfire,377.9891627128124,"Listed Wildfire Discovery Date(s): 2000-10-29 (2) | Listed Wildfire Controlled Date(s): 2000-11-01 (2) | Listed Wildfire Out Date(s): 2000-11-12 (2) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2), 2012-02-29 - DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1)",2
2000,2000-05-05,McDaniels (2),34.972885412735074,Wildfire,491.8200249076776,Listed Wildfire Discovery Date(s): 2000-05-05 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),179
2000,2000-05-10,Piney Branch (3),31.41333280386784,Wildfire,467.66676152298373,Listed Wildfire Discovery Date(s): 2000-05-10 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),174
2000,2000-05-13,Hook (3),19.605633279958404,Wildfire,474.560824397122,Listed Wildfire Discovery Date(s): 2000-05-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),171
2000,2000-05-13,Sinking Creek (3),17.394845491117596,Wildfire,514.1743717681085,Listed Wildfire Discovery Date(s): 2000-05-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),171
2000,2000-05-13,Bessermer (3),16.178474929583828,Wildfire,473.7809322947678,Listed Wildfire Discovery Date(s): 2000-05-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),171
2000,2000-10-29,HARRY'S (2),7.852921830590414,Wildfire,519.9085806757439,Listed Wildfire Discovery Date(s): 2000-10-29 (1) | Listed Wildfire Controlled Date(s): 2000-10-31 (1) | Listed Wildfire Out Date(s): 2000-11-09 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),2
2000,2000-05-07,Peak-A-Boo (3),4.76346846388829,Wildfire,362.2944644588979,Listed Wildfire Discovery Date(s): 2000-05-07 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),177
2000,2000-10-27,McFalls (2),3.544794795862927,Wildfire,474.40144192643396,Listed Wildfire Discovery Date(s): 2000-10-27 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),4
2000,2000-05-13,Putt Access (3),3.434136488235574,Wildfire,460.05304533636286,Listed Wildfire Discovery Date(s): 2000-05-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),171
2000,2000-10-20,Little Redhead (3),4.212791195055702,Wildfire,434.05725865896636,"Listed Wildfire Discovery Date(s): 2000-10-20 (1), 2000-05-11 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (2)",11
2000,2000-05-13,ATV Coop Trail (2),2.3248533740037876,Wildfire,456.178018404628,Listed Wildfire Discovery Date(s): 2000-05-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),171
2000,2000-10-29,Shingle (3),1.8912740618525399,Wildfire,427.29880386387464,Listed Wildfire Discovery Date(s): 2000-10-29 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),2
2000,2000-05-03,Woody Woodpile (3),0.9217839220417315,Wildfire,434.2983330220033,Listed Wildfire Discovery Date(s): 2000-05-03 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),181
2000,2000-06-26,ROUND TOP (2),0.5410550813125086,Wildfire,475.098848626385,Listed Wildfire Discovery Date(s): 2000-06-26 (1) | Listed Wildfire Controlled Date(s): 2000-06-28 (1) | Listed Wildfire Out Date(s): 2000-07-12 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),127
2000,2000-05-05,LIGHTNING (2),0.36660823081001903,Wildfire,511.71118648521303,Listed Wildfire Discovery Date(s): 2000-05-05 (1) | Listed Wildfire Controlled Date(s): 2000-05-05 (1) | Listed Wildfire Out Date(s): 2000-06-05 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),179
2000,2000-10-27,SHEEP PIN (2),0.2768279970286293,Wildfire,511.68079618848424,Listed Wildfire Discovery Date(s): 2000-10-27 (1) | Listed Wildfire Controlled Date(s): 2000-10-28 (1) | Listed Wildfire Out Date(s): 2000-10-29 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),4
2000,2000-07-02,PLUMB01 (2),0.22278331805463336,Wildfire,103.83924968025609,Listed Wildfire Discovery Date(s): 2000-07-02 (1) | Listed Wildfire Controlled Date(s): 2000-07-02 (1) | Listed Wildfire Out Date(s): 2000-07-03 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2014-03-07 (1),121
