year,discovery_date,fire_name,fire_size_acres,fire_type,average_distance_miles,listed_dates,days_burning,smoke_impact,normalized_smoke_impact
1999,1999-07-08,Route 42 (3),145.0303811758015,Wildfire,457.091669186829,Listed Wildfire Discovery Date(s): 1999-07-08 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),115,0.07982707507383434,0.07680091264386998
1999,1999-05-06,Antioch (3),52.845399895387054,Wildfire,491.72698783545405,Listed Wildfire Discovery Date(s): 1999-05-06 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),178,0.03890264245015115,0.03816500459881576
1999,1999-10-30,Round Mountain 2 (3),44.516057519155275,Wildfire,559.5001756948985,Listed Wildfire Discovery Date(s): 1999-10-30 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),1,0.00014220544981417225,0.00014219533957766963
1999,1999-05-07,Hoop Hole (3),34.595730666100316,Wildfire,476.918234606449,Listed Wildfire Discovery Date(s): 1999-05-07 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),177,0.0269220371006991,0.02656601482309218
1999,1999-07-07,Cedar Bridge (3),32.91064416266117,Wildfire,457.0160387039229,Listed Wildfire Discovery Date(s): 1999-07-07 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),116,0.018278118508426068,0.01811308170812646
1999,1999-08-17,Conventer (3),27.39869046801785,Wildfire,398.32729473143576,Listed Wildfire Discovery Date(s): 1999-08-17 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),75,0.012951227610201038,0.01286807762197947
1999,1999-08-05,Seng (3),22.589157598708507,Wildfire,413.6239636870349,Listed Wildfire Discovery Date(s): 1999-08-05 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),87,0.011487033929990155,0.01142155888803152
1999,1999-07-28,Lone Mountain (3),20.361791309245152,Wildfire,456.1323855736191,Listed Wildfire Discovery Date(s): 1999-07-28 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),95,0.009297319817378347,0.009254365772554646
1999,1999-05-09,Rough Mountain Pine (3),19.5277860383531,Wildfire,456.52165207073017,Listed Wildfire Discovery Date(s): 1999-05-09 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),175,0.01639714722900541,0.016264165719481874
1999,1999-05-03,Pine Camp (3),18.56164125058075,Wildfire,623.562613162144,Listed Wildfire Discovery Date(s): 1999-05-03 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),181,0.008640419188656748,0.008603304405072482
1999,1999-07-28,Elephant (3),17.397673860884538,Wildfire,450.6089012962613,Listed Wildfire Discovery Date(s): 1999-07-28 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),95,0.008139828552658889,0.008106878830854479
1999,1999-07-09,AustinMtn (5),17.126694333177994,Wildfire,402.3061669097168,"Listed Wildfire Discovery Date(s): 1999-07-09 (2) | Listed Wildfire Controlled Date(s): 1999-07-12 (2) | Listed Wildfire Out Date(s): 1999-07-25 (2) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2), 2012-02-29 - DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1)",114,0.01206326916799256,0.01199108785175039
1999,1999-05-29,TURTLE (5),13.475818138178472,Wildfire,372.0737061818851,"Listed Wildfire Discovery Date(s): 1999-05-29 (2) | Listed Wildfire Controlled Date(s): 1999-05-31 (2) | Listed Wildfire Out Date(s): 1999-06-13 (2) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2), 2012-02-29 - DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1)",155,0.015087902850745303,0.014975212537696339
1999,1999-08-13,Crabtree (3),13.118580950411214,Wildfire,433.8976276411027,Listed Wildfire Discovery Date(s): 1999-08-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),79,0.0055047728086245465,0.005489676921068972
1999,1999-06-13,FAT CREEK (2),11.539093088479977,Wildfire,523.9419315077001,Listed Wildfire Discovery Date(s): 1999-06-13 (1) | Listed Wildfire Out Date(s): 1999-06-13 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),140,0.005884822919819673,0.005867574983706911
1999,1999-07-10,Sisters (3),10.986161149459504,Wildfire,442.499616348384,Listed Wildfire Discovery Date(s): 1999-07-10 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),113,0.006340136551132594,0.006320122435661076
1999,1999-06-10,Bolsters Fire (3),9.797865568309112,Wildfire,442.07598050932006,Listed Wildfire Discovery Date(s): 1999-06-10 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),143,0.007169249194152694,0.007143672299149065
1999,1999-07-07,Quarry (3),5.449616320605085,Wildfire,427.26442404990246,Listed Wildfire Discovery Date(s): 1999-07-07 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),116,0.0034628242492577895,0.003456842478603253
1999,1999-05-21,Head Fire (3),4.494228868241956,Wildfire,434.23693188786785,"Listed Wildfire Discovery Date(s): 1999-05-21 (1), 1999-11-01 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (2)",163,0.0038849843576869375,0.0038774572946734718
1999,1999-07-25,Rocky Mtn (5),3.734650795967291,Wildfire,397.9947682781484,"Listed Wildfire Discovery Date(s): 1999-07-25 (2) | Listed Wildfire Controlled Date(s): 1999-07-28 (2) | Listed Wildfire Out Date(s): 1999-08-02 (2) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2), 2012-02-29 - DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1)",98,0.002310581805038522,0.0023079165156894674
1999,1999-08-17,Steel (3),3.143011585050944,Wildfire,494.0109685569948,Listed Wildfire Discovery Date(s): 1999-08-17 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),75,0.000965904216271662,0.0009654380309635753
1999,1999-10-02,FOUNTAVE (2),2.86287878084683,Wildfire,98.61419903840871,Listed Wildfire Discovery Date(s): 1999-10-02 (1) | Listed Wildfire Out Date(s): 1999-10-06 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2014-03-07 (1),29,0.008537329712328416,0.008501092811201542
1999,1999-08-20,Balcony Downs (3),2.841117064292459,Wildfire,463.90098144553673,Listed Wildfire Discovery Date(s): 1999-08-20 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),72,0.000950541411901938,0.0009500899334907011
1999,1999-07-07,Sam's Ridg (5),2.122631745114614,Wildfire,367.4265993736203,"Listed Wildfire Discovery Date(s): 1999-07-07 (2) | Listed Wildfire Controlled Date(s): 1999-07-09 (2) | Listed Wildfire Out Date(s): 1999-07-13 (2) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2), 2012-02-29 - DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1)",116,0.0018238598277421835,0.0018221986149793402
1999,1999-08-10,Apple Pie 1999 (2),3.319287086288317,Wildfire,468.3536797899051,"Listed Wildfire Discovery Date(s): 1999-08-10 (1), 1999-10-02 (1) | Listed Other Fire Date(s): 2017-10-02 - NIFC DATE_CUR field (1), 1899-12-30 - REVDATE field (2)",82,0.0012408257432635675,0.001240056555220795
1999,1999-06-28,Little Pinnacle (3),1.8144852883564744,Wildfire,451.3064614808007,Listed Wildfire Discovery Date(s): 1999-06-28 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),125,0.0011135772795313119,0.001112957712267262
1999,1999-08-13,Little (3),1.4071639125355926,Wildfire,478.9358648405165,Listed Wildfire Discovery Date(s): 1999-08-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),79,0.0004846375492892937,0.00048452015044126497
1999,1999-05-15,Shale Bank (3),1.3635917678860252,Wildfire,578.3769206281314,Listed Wildfire Discovery Date(s): 1999-05-15 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),169,0.0006888888665018805,0.0006886516914852535
1999,1999-05-07,Rocky (3),1.3489530708975892,Wildfire,498.7792554550007,Listed Wildfire Discovery Date(s): 1999-05-07 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),177,0.000959739440058729,0.0009592791846223165
1999,1999-05-28,Hankey (3),1.3307506654781074,Wildfire,420.0945409141666,Listed Wildfire Discovery Date(s): 1999-05-28 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),156,0.0011763246951162426,0.0011756333673196
1999,1999-08-04,refresher (5),1.294309799449593,Wildfire,372.2325406346616,"Listed Wildfire Discovery Date(s): 1999-08-04 (2) | Listed Wildfire Controlled Date(s): 1999-08-08 (2) | Listed Wildfire Out Date(s): 1999-08-21 (2) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2), 2012-02-29 - DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1)",88,0.0008220386518793654,0.0008217009631562236
1999,1999-08-02,MILLER1 (2),1.558223867181429,Wildfire,110.57616699048964,"Listed Wildfire Discovery Date(s): 1999-08-02 (1), 1999-07-14 (1), 1999-06-04 (1) | Listed Wildfire Controlled Date(s): 1999-08-02 (1), 1999-06-04 (1) | Listed Wildfire Out Date(s): 1999-08-02 (1), 1999-07-14 (1), 1999-06-04 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (3) | Listed Upload Date(s): 2014-03-07 (3)",90,0.011469627105426228,0.011404349597393088
1999,1999-10-30,Davis Farm (3),1.117738300318156,Wildfire,563.3926619852268,Listed Wildfire Discovery Date(s): 1999-10-30 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),1,3.521419464186478e-06,3.521413264003512e-06
1999,1999-08-06,Sofa (3),1.051215486930737,Wildfire,426.3705191796966,"Listed Wildfire Discovery Date(s): 1999-08-06 (1), 1999-04-19 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (2)",86,0.0004972970294386693,0.0004971734182502118
1999,1999-06-02,Iron Mountain (3),1.004108455642121,Wildfire,566.086377788182,Listed Wildfire Discovery Date(s): 1999-06-02 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),151,0.0004731427210327824,0.00047303082430957133
1999,1999-08-08,STUMP (2),0.9163316117191188,Wildfire,468.9713814130987,Listed Wildfire Discovery Date(s): 1999-08-08 (1) | Listed Wildfire Controlled Date(s): 1999-08-08 (1) | Listed Wildfire Out Date(s): 1999-08-08 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),84,0.00034997681387806363,0.00034991558627801454
1999,1999-06-10,Gate Run (3),0.8780054696032953,Wildfire,396.41301692792575,Listed Wildfire Discovery Date(s): 1999-06-10 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),143,0.000798982827400198,0.0007986638105356462
1999,1999-05-03,GRKILLS003 (2),0.8502573122037778,Wildfire,101.502642102336,Listed Wildfire Discovery Date(s): 1999-05-03 (1) | Listed Wildfire Controlled Date(s): 1999-05-03 (1) | Listed Wildfire Out Date(s): 1999-05-03 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2014-03-07 (1),181,0.014937374048603388,0.014826910145474189
1999,1999-07-24,Knob (3),0.6735696815000642,Wildfire,496.6826065957119,Listed Wildfire Discovery Date(s): 1999-07-24 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),99,0.00027030857430969336,0.0002702720475292071
1999,1999-07-30,2DHOT (5),0.5452864059400317,Wildfire,401.7707912673005,"Listed Wildfire Discovery Date(s): 1999-07-30 (2) | Listed Wildfire Controlled Date(s): 1999-08-01 (2) | Listed Wildfire Out Date(s): 1999-08-12 (2) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2), 2012-02-29 - DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1)",93,0.00031416000751298867,0.00031411066959089254
1999,1999-08-01,Rye (3),0.4325175673037553,Wildfire,374.0979519677573,Listed Wildfire Discovery Date(s): 1999-08-01 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),91,0.0002812383120579087,0.00028119877197710743
1999,1999-08-06,SABLE (2),0.3839136425233176,Wildfire,585.6877908034098,Listed Wildfire Discovery Date(s): 1999-08-06 (1) | Listed Wildfire Controlled Date(s): 1999-08-06 (1) | Listed Wildfire Out Date(s): 1999-08-06 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),86,9.624975988555905e-05,9.624512817461836e-05
1999,1999-07-19,State (3),0.3475560888480108,Wildfire,391.01770717347847,Listed Wildfire Discovery Date(s): 1999-07-19 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),104,0.00023640975397806906,0.00023638181359568027
1999,1999-05-29,BROAD BR (5),0.2981904885394135,Wildfire,301.2184305736639,"Listed Wildfire Discovery Date(s): 1999-05-29 (2) | Listed Wildfire Controlled Date(s): 1999-05-29 (2) | Listed Wildfire Out Date(s): 1999-06-01 (2) | Listed Other Fire Date(s): 2017-08-07 - NIFC DATE_CUR field (1), 2019-07-15 - NIFC DATE_CUR field (1), 2012-02-29 - DATE_CUR field (1) | Listed Upload Date(s): 2017-08-07 (1)",155,0.0005094040598614829,0.0005092743576587311
1999,1999-06-08,CANARSIE02 (2),0.3473453495140182,Wildfire,100.81754295261074,"Listed Wildfire Discovery Date(s): 1999-06-08 (1), 1999-06-01 (1) | Listed Wildfire Controlled Date(s): 1999-06-08 (1), 1999-06-01 (1) | Listed Wildfire Out Date(s): 1999-06-10 (1), 1999-06-01 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (2) | Listed Upload Date(s): 2014-03-07 (2)",145,0.004955155330632797,0.004942918953908174
1999,1999-05-22,Bridge (2),0.1988622455098481,Wildfire,372.84612839629494,Listed Wildfire Discovery Date(s): 1999-05-22 (1) | Listed Wildfire Out Date(s): 1999-05-22 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1),162,0.00023174377549154288,0.00023171692705069595
1999,1999-06-26,HOG ROCK (3),0.1936140024932534,Wildfire,290.1851522418864,"Listed Wildfire Discovery Date(s): 1999-06-26 (1) | Listed Wildfire Controlled Date(s): 1999-06-26 (1) | Listed Wildfire Out Date(s): 1999-06-28 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1), 2012-02-29 - DATE_CUR field (1)",127,0.00029200487988813485,0.00029196225476082387
1999,1999-08-02,CLUBFED2 (2),0.1897546732688076,Wildfire,103.7481663574214,"Listed Wildfire Discovery Date(s): 1999-08-02 (1), 1999-07-16 (1) | Listed Wildfire Controlled Date(s): 1999-08-02 (1), 1999-07-16 (1) | Listed Wildfire Out Date(s): 1999-08-02 (1), 1999-07-16 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (2) | Listed Upload Date(s): 2014-03-07 (2)",90,0.001586624405891079,0.0015853670471833712
1999,1999-07-07,Iron Mine (3),0.1042550408165932,Wildfire,480.4236246640515,Listed Wildfire Discovery Date(s): 1999-07-07 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),116,5.239699019357617e-05,5.239561751923463e-05
1999,1999-06-09,GREENWAY01 (2),0.1010458769428098,Wildfire,102.10988660330052,Listed Wildfire Discovery Date(s): 1999-06-09 (1) | Listed Wildfire Controlled Date(s): 1999-06-09 (1) | Listed Wildfire Out Date(s): 1999-06-09 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2014-03-07 (1),144,0.0013955503231751446,0.0013945774478486869
1999,1999-08-11,SANDSTONE2 (2),0.0995535426726936,Wildfire,515.9976322884987,Listed Wildfire Discovery Date(s): 1999-08-11 (1) | Listed Wildfire Controlled Date(s): 1999-08-11 (1) | Listed Wildfire Out Date(s): 1999-08-11 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),81,3.0286307013744073e-05,3.028584839280774e-05
1999,1999-08-12,Narrowback (3),0.0966508091567422,Wildfire,412.70279694807,Listed Wildfire Discovery Date(s): 1999-08-12 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),80,4.539632086038904e-05,4.539529047859879e-05
1999,1999-08-04,MILLER2 (2),0.0876226250176524,Wildfire,110.49510191974636,Listed Wildfire Discovery Date(s): 1999-08-04 (1) | Listed Wildfire Controlled Date(s): 1999-08-04 (1) | Listed Wildfire Out Date(s): 1999-08-04 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2014-03-07 (1),88,0.0006315574727824415,0.000631358124290665
1999,1999-06-13,SANDSTONE (2),0.071829474124216,Wildfire,516.2534861101825,Listed Wildfire Discovery Date(s): 1999-06-13 (1) | Listed Wildfire Controlled Date(s): 1999-06-13 (1) | Listed Wildfire Out Date(s): 1999-06-14 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),140,3.773155709423186e-05,3.773084527693674e-05
1999,1999-05-01,SPRING17 (2),0.0526858329464388,Wildfire,107.12849261806863,Listed Wildfire Discovery Date(s): 1999-05-01 (1) | Listed Wildfire Controlled Date(s): 1999-05-01 (1) | Listed Wildfire Out Date(s): 1999-05-01 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2014-03-07 (1),183,0.0008401076744632838,0.0008397549815304746
1999,1999-10-29,Hogback (3),0.0524841244400312,Wildfire,552.2438759321918,Listed Wildfire Discovery Date(s): 1999-10-29 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),2,3.441883253214565e-07,3.4418826608866844e-07
1999,1999-10-30,Chestnut (3),0.0499647674096275,Wildfire,566.4876369167698,Listed Wildfire Discovery Date(s): 1999-10-30 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),1,1.5569798699110306e-07,1.5569797487017273e-07
1999,1999-10-30,Round Mountain 1 (3),0.0493654098936738,Wildfire,553.1116540917861,Listed Wildfire Discovery Date(s): 1999-10-30 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),1,1.6136046215539486e-07,1.6136044913679688e-07
1999,1999-06-09,First Maine (2),0.0246469358903286,Wildfire,400.43005466330646,"Listed Wildfire Discovery Date(s): 1999-06-09 (1), 1999-06-10 (1) | Listed Wildfire Controlled Date(s): 1999-06-09 (1), 1999-06-10 (1) | Listed Wildfire Out Date(s): 1999-06-09 (1), 1999-06-10 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (2)",144,2.2134621230067614e-05,2.2134376262953945e-05
1999,1999-08-07,Warmonger (7),0.0138002009022101,Wildfire,484.7133437138703,Listed Wildfire Discovery Date(s): 1999-08-07 (3) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (3),85,4.992687495492463e-06,4.992675032069733e-06
1999,1999-08-01,Lewellyn Lightning S (3),0.0097554361903721,Wildfire,386.4176134263309,"Listed Wildfire Discovery Date(s): 1999-08-01 (1) | Listed Wildfire Controlled Date(s): 1999-08-01 (1) | Listed Wildfire Out Date(s): 1999-08-01 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1), 2012-02-29 - DATE_CUR field (1)",91,5.945306612799641e-06,5.94528893953433e-06
1999,1999-05-02,LOG-FIRE (2),0.0083007883544895,Wildfire,350.3188458217131,Listed Wildfire Discovery Date(s): 1999-05-02 (1) | Listed Wildfire Controlled Date(s): 1999-05-02 (1) | Listed Wildfire Out Date(s): 1999-05-02 (1) | Listed Other Fire Date(s): 2017-12-01 - NIFC DATE_CUR field (1) | Listed Upload Date(s): 2016-06-14 (1),182,1.2310160805691126e-05,1.2310085036283417e-05
1999,1999-05-03,Can (3),0.0079053353844122,Wildfire,380.06598202462743,Listed Wildfire Discovery Date(s): 1999-05-03 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),181,9.905602020631477e-06,9.905552960479762e-06
1999,1999-07-02,Pace (3),0.0069635386751813,Wildfire,380.6916856063529,Listed Wildfire Discovery Date(s): 1999-07-02 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),121,5.813913669300005e-06,5.8138967685694345e-06
1999,1999-08-26,Laurel Fork (3),0.0069588442650029,Wildfire,620.7209330432182,Listed Wildfire Discovery Date(s): 1999-08-26 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),66,1.192032975407257e-06,1.1920322649365145e-06
1999,1999-08-04,Clear Creek (3),0.0068566490653558,Wildfire,625.6427965113512,Listed Wildfire Discovery Date(s): 1999-08-04 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),88,1.5414934976575574e-06,1.5414923095576767e-06
2000,2000-10-29,PINNACLES (4),24183.21903160168,Wildfire,369.9232249547495,"Listed Wildfire Discovery Date(s): 2000-10-29 (1), 2000-10-30 (1) | Listed Wildfire Controlled Date(s): 2000-11-16 (1), 2000-11-14 (1) | Listed Wildfire Out Date(s): 2000-11-23 (1), 2000-12-08 (1) | Listed Prescribed Fire Start Date(s): 2000-10-29 (1) | Listed Other Fire Date(s): 2017-08-07 - NIFC DATE_CUR field (1), 2017-03-13 - NIFC DATE_CUR field (1), 2012-02-29 - DATE_CUR field (2)",2,0.353444239561713,0.30265263200283865
2000,2000-05-13,PINEY FIRE (2),408.7712250779279,Wildfire,460.2589480952748,"Listed Wildfire Discovery Date(s): 2000-05-13 (2) | Listed Wildfire Controlled Date(s): 2000-05-19 (1) | Listed Wildfire Out Date(s): 2000-05-31 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1), 1899-12-30 - REVDATE field (1)",171,0.3299680922605576,0.28515495116434336
2000,2000-05-13,CEDAR RIDG (2),299.33883964439553,Wildfire,586.6985251147875,Listed Wildfire Discovery Date(s): 2000-05-13 (1) | Listed Wildfire Controlled Date(s): 2000-05-15 (1) | Listed Wildfire Out Date(s): 2000-05-20 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),171,0.14870623848350825,0.13863629906202898
2000,2000-05-07,7-Bar (3),285.3170766308234,Wildfire,366.24583024140617,Listed Wildfire Discovery Date(s): 2000-05-07 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),177,0.37649191483279376,0.319538171869358
2000,2000-05-13,Crystal (3),83.1968270862059,Wildfire,368.8057000567133,Listed Wildfire Discovery Date(s): 2000-05-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),171,0.10459420537013105,0.09947803256328794
2000,2000-05-13,Sand Springs (3),57.38195685615369,Wildfire,413.1777378239148,Listed Wildfire Discovery Date(s): 2000-05-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),171,0.057477469273247185,0.05588632605955165
2000,2000-10-15,Stone Mountain Fire (3),38.24998150480111,Wildfire,649.8686110576442,Listed Wildfire Discovery Date(s): 2000-10-15 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),16,0.0014491057857522918,0.001448056845191422
2000,2000-10-29,RAPIDAN RO (5),36.03005686360631,Wildfire,377.9891627128124,"Listed Wildfire Discovery Date(s): 2000-10-29 (2) | Listed Wildfire Controlled Date(s): 2000-11-01 (2) | Listed Wildfire Out Date(s): 2000-11-12 (2) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (2), 2012-02-29 - DATE_CUR field (1) | Listed Upload Date(s): 2016-03-23 (1)",2,0.0005043549021737968,0.0005042277579888557
2000,2000-05-05,McDaniels (2),34.972885412735074,Wildfire,491.8200249076776,Listed Wildfire Discovery Date(s): 2000-05-05 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),179,0.02588046534924184,0.02555123445372241
2000,2000-05-10,Piney Branch (3),31.41333280386784,Wildfire,467.66676152298373,Listed Wildfire Discovery Date(s): 2000-05-10 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),174,0.024991380965655705,0.024684203741022794
2000,2000-05-13,Hook (3),19.605633279958404,Wildfire,474.560824397122,Listed Wildfire Discovery Date(s): 2000-05-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),171,0.01488652111544975,0.014776804386757453
2000,2000-05-13,Sinking Creek (3),17.394845491117596,Wildfire,514.1743717681085,Listed Wildfire Discovery Date(s): 2000-05-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),171,0.011251121993764943,0.011188298901706554
2000,2000-05-13,Bessermer (3),16.178474929583828,Wildfire,473.7809322947678,Listed Wildfire Discovery Date(s): 2000-05-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),171,0.012324761794720076,0.01224943024874383
2000,2000-10-29,HARRY'S (2),7.852921830590414,Wildfire,519.9085806757439,Listed Wildfire Discovery Date(s): 2000-10-29 (1) | Listed Wildfire Controlled Date(s): 2000-10-31 (1) | Listed Wildfire Out Date(s): 2000-11-09 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),2,5.810416972361517e-05,5.8102481741731074e-05
2000,2000-05-07,Peak-A-Boo (3),4.76346846388829,Wildfire,362.2944644588979,Listed Wildfire Discovery Date(s): 2000-05-07 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),177,0.006423521230029259,0.006402978342386152
2000,2000-10-27,McFalls (2),3.544794795862927,Wildfire,474.4014419264339,Listed Wildfire Discovery Date(s): 2000-10-27 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),4,6.300268960203233e-05,6.300070501593952e-05
2000,2000-05-13,Putt Access (3),3.434136488235574,Wildfire,460.05304533636286,Listed Wildfire Discovery Date(s): 2000-05-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),171,0.0027745837771729165,0.0027707417246948677
2000,2000-10-20,Little Redhead (3),4.212791195055702,Wildfire,434.0572586589664,"Listed Wildfire Discovery Date(s): 2000-10-20 (1), 2000-05-11 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (2)",11,0.0002459623154304761,0.00024593207165928715
2000,2000-05-13,ATV Coop Trail (2),2.3248533740037876,Wildfire,456.178018404628,Listed Wildfire Discovery Date(s): 2000-05-13 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),171,0.0019103941049639075,0.0019085716228826404
2000,2000-10-29,Shingle (3),1.89127406185254,Wildfire,427.29880386387464,Listed Wildfire Discovery Date(s): 2000-10-29 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),2,2.071672532153916e-05,2.0716510733148844e-05
2000,2000-05-03,Woody Woodpile (3),0.9217839220417317,Wildfire,434.2983330220033,Listed Wildfire Discovery Date(s): 2000-05-03 (1) | Listed Other Fire Date(s): 1899-12-30 - REVDATE field (1),181,0.0008845683147129132,0.0008841773147216963
2000,2000-06-26,ROUND TOP (2),0.5410550813125086,Wildfire,475.098848626385,Listed Wildfire Discovery Date(s): 2000-06-26 (1) | Listed Wildfire Controlled Date(s): 2000-06-28 (1) | Listed Wildfire Out Date(s): 2000-07-12 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),127,0.00030442284835801464,0.0003043765211245205
2000,2000-05-05,LIGHTNING (2),0.366608230810019,Wildfire,511.71118648521303,Listed Wildfire Discovery Date(s): 2000-05-05 (1) | Listed Wildfire Controlled Date(s): 2000-05-05 (1) | Listed Wildfire Out Date(s): 2000-06-05 (1) | Listed Other Fire Date(s): 2017-03-13 - NIFC DATE_CUR field (1),179,0.00025061405286153684,0.000250582654405611
